"product_id","product_name","primary_packshot","lifestyle_image","supplement_facts_panel","label_closeup"
"core-base-folate-capsules","Core Base Folate Capsules","assets/products/core-base-folate-capsules/primary.avif","assets/products/core-base-folate-capsules/lifestyle.avif","assets/products/core-base-folate-capsules/supplement-facts.avif","assets/products/core-base-folate-capsules/label-closeup.avif"
"core-base-niacin-b3-capsules","Core Base Niacin B3 Capsules","assets/products/core-base-niacin-b3-capsules/primary.avif","assets/products/core-base-niacin-b3-capsules/lifestyle.avif","assets/products/core-base-niacin-b3-capsules/supplement-facts.avif","assets/products/core-base-niacin-b3-capsules/label-closeup.avif"
"core-focus-pantothenic-acid-b5-capsules","Core Focus Pantothenic Acid B5 Capsules","assets/products/core-focus-pantothenic-acid-b5-capsules/primary.avif","assets/products/core-focus-pantothenic-acid-b5-capsules/lifestyle.avif","assets/products/core-focus-pantothenic-acid-b5-capsules/supplement-facts.avif","assets/products/core-focus-pantothenic-acid-b5-capsules/label-closeup.avif"
"core-base-potassium-capsules","Core Base Potassium Capsules","assets/products/core-base-potassium-capsules/primary.avif","assets/products/core-base-potassium-capsules/lifestyle.avif","assets/products/core-base-potassium-capsules/supplement-facts.avif","assets/products/core-base-potassium-capsules/label-closeup.avif"
"core-base-selenium-capsules","Core Base Selenium Capsules","assets/products/core-base-selenium-capsules/primary.avif","assets/products/core-base-selenium-capsules/lifestyle.avif","assets/products/core-base-selenium-capsules/supplement-facts.avif","assets/products/core-base-selenium-capsules/label-closeup.avif"
"core-base-chromium-picolinate-capsules","Core Base Chromium Picolinate Capsules","assets/products/core-base-chromium-picolinate-capsules/primary.avif","assets/products/core-base-chromium-picolinate-capsules/lifestyle.avif","assets/products/core-base-chromium-picolinate-capsules/supplement-facts.avif","assets/products/core-base-chromium-picolinate-capsules/label-closeup.avif"
"core-base-copper-capsules","Core Base Copper Capsules","assets/products/core-base-copper-capsules/primary.avif","assets/products/core-base-copper-capsules/lifestyle.avif","assets/products/core-base-copper-capsules/supplement-facts.avif","assets/products/core-base-copper-capsules/label-closeup.avif"
"core-focus-manganese-capsules","Core Focus Manganese Capsules","assets/products/core-focus-manganese-capsules/primary.avif","assets/products/core-focus-manganese-capsules/lifestyle.avif","assets/products/core-focus-manganese-capsules/supplement-facts.avif","assets/products/core-focus-manganese-capsules/label-closeup.avif"
"core-base-iodine-kelp-capsules","Core Base Iodine Kelp Capsules","assets/products/core-base-iodine-kelp-capsules/primary.avif","assets/products/core-base-iodine-kelp-capsules/lifestyle.avif","assets/products/core-base-iodine-kelp-capsules/supplement-facts.avif","assets/products/core-base-iodine-kelp-capsules/label-closeup.avif"
"core-performance-silica-capsules","Core Performance Silica Capsules","assets/products/core-performance-silica-capsules/primary.avif","assets/products/core-performance-silica-capsules/lifestyle.avif","assets/products/core-performance-silica-capsules/supplement-facts.avif","assets/products/core-performance-silica-capsules/label-closeup.avif"
"core-recovery-tart-cherry-capsules","Core Recovery Tart Cherry Capsules","assets/products/core-recovery-tart-cherry-capsules/primary.avif","assets/products/core-recovery-tart-cherry-capsules/lifestyle.avif","assets/products/core-recovery-tart-cherry-capsules/supplement-facts.avif","assets/products/core-recovery-tart-cherry-capsules/label-closeup.avif"
"core-recovery-celery-seed-capsules","Core Recovery Celery Seed Capsules","assets/products/core-recovery-celery-seed-capsules/primary.avif","assets/products/core-recovery-celery-seed-capsules/lifestyle.avif","assets/products/core-recovery-celery-seed-capsules/supplement-facts.avif","assets/products/core-recovery-celery-seed-capsules/label-closeup.avif"
"core-base-olive-leaf-capsules","Core Base Olive Leaf Capsules","assets/products/core-base-olive-leaf-capsules/primary.avif","assets/products/core-base-olive-leaf-capsules/lifestyle.avif","assets/products/core-base-olive-leaf-capsules/supplement-facts.avif","assets/products/core-base-olive-leaf-capsules/label-closeup.avif"
"core-base-oregano-oil-softgels","Core Base Oregano Oil Softgels","assets/products/core-base-oregano-oil-softgels/primary.avif","assets/products/core-base-oregano-oil-softgels/lifestyle.avif","assets/products/core-base-oregano-oil-softgels/supplement-facts.avif","assets/products/core-base-oregano-oil-softgels/label-closeup.avif"
"core-base-echinacea-capsules","Core Base Echinacea Capsules","assets/products/core-base-echinacea-capsules/primary.avif","assets/products/core-base-echinacea-capsules/lifestyle.avif","assets/products/core-base-echinacea-capsules/supplement-facts.avif","assets/products/core-base-echinacea-capsules/label-closeup.avif"
"core-base-goldenseal-capsules","Core Base Goldenseal Capsules","assets/products/core-base-goldenseal-capsules/primary.avif","assets/products/core-base-goldenseal-capsules/lifestyle.avif","assets/products/core-base-goldenseal-capsules/supplement-facts.avif","assets/products/core-base-goldenseal-capsules/label-closeup.avif"
"core-base-astragalus-capsules","Core Base Astragalus Capsules","assets/products/core-base-astragalus-capsules/primary.avif","assets/products/core-base-astragalus-capsules/lifestyle.avif","assets/products/core-base-astragalus-capsules/supplement-facts.avif","assets/products/core-base-astragalus-capsules/label-closeup.avif"
"core-recovery-holy-basil-capsules","Core Recovery Holy Basil Capsules","assets/products/core-recovery-holy-basil-capsules/primary.avif","assets/products/core-recovery-holy-basil-capsules/lifestyle.avif","assets/products/core-recovery-holy-basil-capsules/supplement-facts.avif","assets/products/core-recovery-holy-basil-capsules/label-closeup.avif"
"core-focus-rhodiola-rosea-capsules","Core Focus Rhodiola Rosea Capsules","assets/products/core-focus-rhodiola-rosea-capsules/primary.avif","assets/products/core-focus-rhodiola-rosea-capsules/lifestyle.avif","assets/products/core-focus-rhodiola-rosea-capsules/supplement-facts.avif","assets/products/core-focus-rhodiola-rosea-capsules/label-closeup.avif"
"core-focus-bacopa-monnieri-capsules","Core Focus Bacopa Monnieri Capsules","assets/products/core-focus-bacopa-monnieri-capsules/primary.avif","assets/products/core-focus-bacopa-monnieri-capsules/lifestyle.avif","assets/products/core-focus-bacopa-monnieri-capsules/supplement-facts.avif","assets/products/core-focus-bacopa-monnieri-capsules/label-closeup.avif"
"core-focus-lions-mane-capsules","Core Focus Lions Mane Capsules","assets/products/core-focus-lions-mane-capsules/primary.avif","assets/products/core-focus-lions-mane-capsules/lifestyle.avif","assets/products/core-focus-lions-mane-capsules/supplement-facts.avif","assets/products/core-focus-lions-mane-capsules/label-closeup.avif"
